source,year,expdays,invvert,phylum,class,order,family,genus,species,jenv,jhab,aenv,ahab,migratory,zone,region,source,slat,slong,avgg,o2sat,o2method,tdeg,tmethod,response,rmeasure,salinity,ph,parmean,parmax,sstmin,sstmean,sstmax,dissox,damin,damean,damax,chlorange,chlomin,chlomax
niklitshek,2009,,vert,chordata,actinopterygii,acipenseriformes,acipenseridae,acipenser,oxyrinchus,fr,riv,br,est,anadromous,demersal,subtropical,,41.5245,-70.6710,,70,constant,20,constant,RMR,0.0650,27.088,7.719,31.374,49.125,3.278,12.930,23.236,6.257,0.318,0.418,0.563,24.642,7.382,32.024
niklitshek,2009,,vert,chordata,actinopterygii,acipenseriformes,acipenseridae,acipenser,oxyrinchus,fr,riv,br,est,anadromous,demersal,subtropical,,41.5245,-70.6710,,40,constant,20,constant,RMR,0.0500,27.088,7.719,31.374,49.125,3.278,12.930,23.236,6.257,0.318,0.418,0.563,24.642,7.382,32.024
niklitshek,2009,,vert,chordata,actinopterygii,acipenseriformes,acipenseridae,acipenser,oxyrinchus,fr,riv,br,est,anadromous,demersal,subtropical,,41.5245,-70.6710,,100,constant,28,constant,RMR,0.0750,27.088,7.719,31.374,49.125,3.278,12.930,23.236,6.257,0.318,0.418,0.563,24.642,7.382,32.024
niklitshek,2009,,vert,chordata,actinopterygii,acipenseriformes,acipenseridae,acipenser,oxyrinchus,fr,riv,br,est,anadromous,demersal,subtropical,,41.5245,-70.6710,,70,constant,28,constant,RMR,0.0910,27.088,7.719,31.374,49.125,3.278,12.930,23.236,6.257,0.318,0.418,0.563,24.642,7.382,32.024
niklitshek,2009,,vert,chordata,actinopterygii,acipenseriformes,acipenseridae,acipenser,oxyrinchus,fr,riv,br,est,anadromous,demersal,subtropical,,41.5245,-70.6710,,40,constant,28,constant,RMR,0.0570,27.088,7.719,31.374,49.125,3.278,12.930,23.236,6.257,0.318,0.418,0.563,24.642,7.382,32.024
vosloo,2013,30.00,invert,mollusca,gastropoda,,haliotidae,haliotis,midae,,,,,,,,non-wild,-34.6301,19.3024,,126,constant,14,constant,growth rate,0.0100,35.244,8.227,39.481,60.635,15.178,17.143,19.288,5.782,0.139,0.232,0.342,12.403,1.427,13.830
vosloo,2013,30.00,invert,mollusca,gastropoda,,haliotidae,haliotis,midae,,,,,,,,non-wild,-34.6301,19.3024,,98,constant,14,constant,growth rate,0.0830,35.244,8.227,39.481,60.635,15.178,17.143,19.288,5.782,0.139,0.232,0.342,12.403,1.427,13.830
vosloo,2013,30.00,invert,mollusca,gastropoda,,haliotidae,haliotis,midae,,,,,,,,non-wild,-34.6301,19.3024,,82,constant,14,constant,growth rate,0.0830,35.244,8.227,39.481,60.635,15.178,17.143,19.288,5.782,0.139,0.232,0.342,12.403,1.427,13.830
vosloo,2013,30.00,invert,mollusca,gastropoda,,haliotidae,haliotis,midae,,,,,,,,non-wild,-34.6301,19.3024,,126,constant,16,constant,growth rate,0.1120,35.244,8.227,39.481,60.635,15.178,17.143,19.288,5.782,0.139,0.232,0.342,12.403,1.427,13.830
vosloo,2013,30.00,invert,mollusca,gastropoda,,haliotidae,haliotis,midae,,,,,,,,non-wild,-34.6301,19.3024,,98,constant,16,constant,growth rate,0.0320,35.244,8.227,39.481,60.635,15.178,17.143,19.288,5.782,0.139,0.232,0.342,12.403,1.427,13.830
vosloo,2013,30.00,invert,mollusca,gastropoda,,haliotidae,haliotis,midae,,,,,,,,non-wild,-34.6301,19.3024,,82,constant,16,constant,growth rate,0.0090,35.244,8.227,39.481,60.635,15.178,17.143,19.288,5.782,0.139,0.232,0.342,12.403,1.427,13.830
vosloo,2013,30.00,invert,mollusca,gastropoda,,haliotidae,haliotis,midae,,,,,,,,non-wild,-34.6301,19.3024,,126,constant,19,constant,growth rate,-0.0480,35.244,8.227,39.481,60.635,15.178,17.143,19.288,5.782,0.139,0.232,0.342,12.403,1.427,13.830
vosloo,2013,30.00,invert,mollusca,gastropoda,,haliotidae,haliotis,midae,,,,,,,,non-wild,-34.6301,19.3024,,98,constant,19,constant,growth rate,-0.0160,35.244,8.227,39.481,60.635,15.178,17.143,19.288,5.782,0.139,0.232,0.342,12.403,1.427,13.830
vosloo,2013,30.00,invert,mollusca,gastropoda,,haliotidae,haliotis,midae,,,,,,,,non-wild,-34.6301,19.3024,,82,constant,19,constant,growth rate,-0.0430,35.244,8.227,39.481,60.635,15.178,17.143,19.288,5.782,0.139,0.232,0.342,12.403,1.427,13.830
cech,1985,0.20,vert,chordata,actinopterygii,cyprinodontiformes,poeciliidae,gambusia,affinis,fr,riv,fr,riv,potamodromous,benthopelagic,subtropical,wild,38.5539,-121.7381,0.20,100,stepwise,10,constant,o2 consumption,0.0400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
cech,1985,0.20,vert,chordata,actinopterygii,cyprinodontiformes,poeciliidae,gambusia,affinis,fr,riv,fr,riv,potamodromous,benthopelagic,subtropical,wild,38.5539,-121.7381,0.20,25,stepwise,10,constant,o2 consumption,0.0200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
cech,1985,0.20,vert,chordata,actinopterygii,cyprinodontiformes,poeciliidae,gambusia,affinis,fr,riv,fr,riv,potamodromous,benthopelagic,subtropical,wild,38.5539,-121.7381,0.20,15,stepwise,10,constant,o2 consumption,0.0200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
cech,1985,0.20,vert,chordata,actinopterygii,cyprinodontiformes,poeciliidae,gambusia,affinis,fr,riv,fr,riv,potamodromous,benthopelagic,subtropical,wild,38.5539,-121.7381,0.20,100,stepwise,15,constant,o2 consumption,0.0600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
cech,1985,0.20,vert,chordata,actinopterygii,cyprinodontiformes,poeciliidae,gambusia,affinis,fr,riv,fr,riv,potamodromous,benthopelagic,subtropical,wild,38.5539,-121.7381,0.20,25,stepwise,15,constant,o2 consumption,0.0500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
cech,1985,0.20,vert,chordata,actinopterygii,cyprinodontiformes,poeciliidae,gambusia,affinis,fr,riv,fr,riv,potamodromous,benthopelagic,subtropical,wild,38.5539,-121.7381,0.20,15,stepwise,15,constant,o2 consumption,0.0500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
cech,1985,0.20,vert,chordata,actinopterygii,cyprinodontiformes,poeciliidae,gambusia,affinis,fr,riv,fr,riv,potamodromous,benthopelagic,subtropical,wild,38.5539,-121.7381,0.20,100,stepwise,20,constant,o2 consumption,0.0900,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
cech,1985,0.20,vert,chordata,actinopterygii,cyprinodontiformes,poeciliidae,gambusia,affinis,fr,riv,fr,riv,potamodromous,benthopelagic,subtropical,wild,38.5539,-121.7381,0.20,25,stepwise,20,constant,o2 consumption,0.0800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
cech,1985,0.20,vert,chordata,actinopterygii,cyprinodontiformes,poeciliidae,gambusia,affinis,fr,riv,fr,riv,potamodromous,benthopelagic,subtropical,wild,38.5539,-121.7381,0.20,15,stepwise,20,constant,o2 consumption,0.0800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
cech,1985,0.20,vert,chordata,actinopterygii,cyprinodontiformes,poeciliidae,gambusia,affinis,fr,riv,fr,riv,potamodromous,benthopelagic,subtropical,wild,38.5539,-121.7381,0.20,200,stepwise,25,constant,o2 consumption,0.1600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
cech,1985,0.20,vert,chordata,actinopterygii,cyprinodontiformes,poeciliidae,gambusia,affinis,fr,riv,fr,riv,potamodromous,benthopelagic,subtropical,wild,38.5539,-121.7381,0.20,100,stepwise,25,constant,o2 consumption,0.1300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
cech,1985,0.20,vert,chordata,actinopterygii,cyprinodontiformes,poeciliidae,gambusia,affinis,fr,riv,fr,riv,potamodromous,benthopelagic,subtropical,wild,38.5539,-121.7381,0.20,25,stepwise,25,constant,o2 consumption,0.1500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
cech,1985,0.20,vert,chordata,actinopterygii,cyprinodontiformes,poeciliidae,gambusia,affinis,fr,riv,fr,riv,potamodromous,benthopelagic,subtropical,wild,38.5539,-121.7381,0.20,15,stepwise,25,constant,o2 consumption,0.1100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
cech,1985,0.20,vert,chordata,actinopterygii,cyprinodontiformes,poeciliidae,gambusia,affinis,fr,riv,fr,riv,potamodromous,benthopelagic,subtropical,wild,38.5539,-121.7381,0.20,200,stepwise,30,constant,o2 consumption,0.2400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
cech,1985,0.20,vert,chordata,actinopterygii,cyprinodontiformes,poeciliidae,gambusia,affinis,fr,riv,fr,riv,potamodromous,benthopelagic,subtropical,wild,38.5539,-121.7381,0.20,100,stepwise,30,constant,o2 consumption,0.2000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
cech,1985,0.20,vert,chordata,actinopterygii,cyprinodontiformes,poeciliidae,gambusia,affinis,fr,riv,fr,riv,potamodromous,benthopelagic,subtropical,wild,38.5539,-121.7381,0.20,25,stepwise,30,constant,o2 consumption,0.2000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
cech,1985,0.20,vert,chordata,actinopterygii,cyprinodontiformes,poeciliidae,gambusia,affinis,fr,riv,fr,riv,potamodromous,benthopelagic,subtropical,wild,38.5539,-121.7381,0.20,15,stepwise,30,constant,o2 consumption,0.1600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
cech,1985,0.20,vert,chordata,actinopterygii,cyprinodontiformes,poeciliidae,gambusia,affinis,fr,riv,fr,riv,potamodromous,benthopelagic,subtropical,wild,38.5539,-121.7381,0.20,200,stepwise,35,constant,o2 consumption,0.2600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
cech,1985,0.20,vert,chordata,actinopterygii,cyprinodontiformes,poeciliidae,gambusia,affinis,fr,riv,fr,riv,potamodromous,benthopelagic,subtropical,wild,38.5539,-121.7381,0.20,100,stepwise,35,constant,o2 consumption,0.2600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
cech,1985,0.20,vert,chordata,actinopterygii,cyprinodontiformes,poeciliidae,gambusia,affinis,fr,riv,fr,riv,potamodromous,benthopelagic,subtropical,wild,38.5539,-121.7381,0.20,25,stepwise,35,constant,o2 consumption,0.2200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
cech,1985,0.20,vert,chordata,actinopterygii,cyprinodontiformes,poeciliidae,gambusia,affinis,fr,riv,fr,riv,potamodromous,benthopelagic,subtropical,wild,38.5539,-121.7381,0.20,15,stepwise,35,constant,o2 consumption,0.1700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
